0	0.020783	0
1000	0.00608504	0.0146967
2000	-0.00179258	0.0115785
3000	-0.00218195	0.00819646
4000	-0.00248232	0.00635601
5000	-0.00169101	0.00524905
6000	0.00163239	0.00554338
7000	0.000381708	0.00496071
8000	-0.000140071	0.0044061
9000	0.000479221	0.00398941
10000	0.00106233	0.00365524
11000	0.0012781	0.00334351
12000	0.000709236	0.00312816
13000	0.000321388	0.00292206
14000	-0.000399143	0.00281411
15000	0.00115621	0.00305782
16000	-6.22272e-05	0.00312022
17000	-0.000152737	0.00294289
18000	-0.00043112	0.00279795
19000	-0.000720203	0.00266961
20000	-0.000587702	0.00254332
21000	-0.000374526	0.00243407
22000	-0.000701278	0.00234879
23000	-0.000498176	0.0022581
24000	-4.43161e-05	0.00221273
25000	-5.71609e-05	0.0021261
26000	0.000565648	0.00213865
27000	0.000543892	0.0020604
28000	0.00111711	0.00206958
29000	0.000708401	0.00204065
30000	0.000646293	0.00197462
31000	0.0002653	0.00194983
32000	0.000443876	0.00189808
33000	6.18696e-05	0.00188054
34000	0.000401497	0.00185757
35000	0.000111938	0.00182805
36000	-5.78463e-05	0.00178594
37000	0.000154674	0.00175093
38000	0.000123739	0.00170588
39000	5.51939e-05	0.0016641
40000	7.36713e-05	0.00162308
41000	-0.000166833	0.00160231
42000	-0.000292182	0.00156975
43000	-0.000210375	0.00153576
44000	-0.000211895	0.00150126
45000	-9.58741e-05	0.00147289
46000	-0.000184268	0.00144399
47000	-0.000159651	0.00141377
48000	-0.000479907	0.00142123
49000	-0.000534832	0.00139376
50000	-0.000247121	0.00139608
51000	0.000329971	0.0014859
52000	0.000328958	0.00145766
53000	0.000424922	0.0014336
54000	0.00015837	0.00143211
55000	0.000245988	0.00140922
56000	0.000243843	0.00138434
57000	0.00033617	0.00136339
58000	0.000571549	0.00136046
59000	0.000732541	0.00134756
60000	0.000825584	0.00132848
61000	0.000828505	0.0013069
62000	0.00101739	0.00129971
63000	0.00120127	0.00129234
64000	0.000952542	0.00129665
65000	0.000984371	0.00127696
66000	0.00116235	0.00127031
67000	0.0012247	0.00125319
68000	0.00135511	0.00124177
69000	0.00135964	0.00122388
70000	0.00138628	0.00120712
71000	0.00130463	0.00119303
72000	0.00133103	0.00117695
73000	0.00129032	0.00116196
74000	0.00114179	0.00115567
75000	0.00110662	0.00114093
76000	0.000972033	0.00113399
77000	0.000901997	0.00112151
78000	0.000910282	0.00110698
79000	0.000929534	0.00109356
80000	0.000965476	0.00108046
81000	0.000903785	0.00106912
82000	0.00104153	0.0010648
83000	0.00118226	0.00106167
84000	0.00111693	0.00105113
85000	0.00110602	0.0010385
86000	0.00116396	0.00102834
87000	0.00113302	0.0010171
88000	0.00141788	0.001045
89000	0.00153893	0.0010404
90000	0.00155544	0.0010292
91000	0.00165772	0.0010232
92000	0.00158501	0.00101474
93000	0.00169277	0.00100977
94000	0.0017128	0.000999278
95000	0.0016908	0.000988865
96000	0.00154948	0.000988952
97000	0.00152147	0.000979127
98000	0.00132167	0.000989461
99000	0.00127673	0.000980762
